,date,transect,spp,location_cm,height_cm,demographic,flower,year
1304,4/14/2022,t12,AMDU2,928,44,S,0,2022
1305,4/14/2022,t12,MILA6,910,30,S,0,2022
1306,4/14/2022,t12,AMDU2,1012,39,S,0,2022
1307,4/14/2022,t12,AMDU2,1030,28,D,0,2022
1308,4/14/2022,t12,AMDU2,1083,45,S,0,2022
1309,4/14/2022,t12,LATR2,1115,78,M,0,2022
1310,4/14/2022,t12,AMDU2,1139,4,D,0,2022
1311,4/14/2022,t12,AMDU2,1206,22,D,0,2022
1312,4/14/2022,t12,AMDU2,1221,10,D,0,2022
1313,4/14/2022,t12,AMDU2,1235,36,S,0,2022
1314,4/14/2022,t12,AMDU2,1297,33,S,0,2022
1315,4/14/2022,t12,AMDU2,1341,24,D,0,2022
1316,4/14/2022,t12,AMDU2,1430,22,D,0,2022
1317,4/14/2022,t12,ACSH,1479,33,S,0,2022
1318,4/14/2022,t12,AMDU2,1500,31,D,0,2022
1319,4/14/2022,t12,AMDU2,1519,38,M,0,2022
1320,4/14/2022,t12,MILA6,1553,43,S,0,2022
1321,4/14/2022,t12,AMDU2,1565,49,S,0,2022
1322,4/14/2022,t12,AMDU2,1590,46,S,0,2022
1323,4/14/2022,t12,AMDU2,1612,23,D,0,2022
1324,4/14/2022,t12,AMDU2,1626,31,S,0,2022
1325,4/14/2022,t12,AMDU2,1662,20,D,0,2022
1326,4/14/2022,t12,AMDU2,1978,24,D,0,2022
1327,4/14/2022,t12,AMDU2,1983,30,S,0,2022
1328,4/14/2022,t12,AMDU2,1990,40,S,0,2022
1329,4/14/2022,t12,AMDU2,2015,12,D,0,2022
1330,4/14/2022,t12,AMDU2,2045,38,S,0,2022
1331,4/14/2022,t12,AMDU2,2042,24,D,0,2022
1332,4/14/2022,t12,AMDU2,2040,28,S,0,2022
1333,4/14/2022,t12,LATR2,2089,115,M,0,2022
1334,4/14/2022,t12,AMDU2,2116,18,S,0,2022
1335,4/14/2022,t12,LATR2,2165,70,M,0,2022
1336,4/14/2022,t12,AMDU2,2195,47,S,0,2022
1337,4/14/2022,t12,ACSH,2211,39,D,0,2022
1338,4/14/2022,t12,ACSH,2215,41,D,0,2022
1339,4/14/2022,t12,AMDU2,2296,3,D,0,2022
1340,4/14/2022,t12,AMDU2,2345,44,S,0,2022
1341,4/14/2022,t12,AMDU2,2284,13,D,0,2022
1342,4/14/2022,t12,AMDU2,2402,35,S,0,2022
1343,4/14/2022,t12,AMDU2,2518,33,S,0,2022
1344,4/14/2022,t12,AMDU2,2942,10,D,0,2022
1345,4/14/2022,t12,AMDU2,2954,20,D,0,2022
1346,4/14/2022,t12,MILA6,2959,13,S,0,2022
1347,4/14/2022,t12,AMDU2,2976,2,D,0,2022
1348,4/14/2022,t12,AMDU2,3056,40,D,0,2022
1349,4/14/2022,t12,EPNE,3189,45,M,0,2022
1350,4/14/2022,t12,AMDU2,3385,47,M,0,2022
1351,4/14/2022,t12,AMDU2,3410,37,S,0,2022
1352,4/14/2022,t12,KRER,3554,42,M,0,2022
1354,4/14/2022,t12,AMDU2,3484,32,S,0,2022
1355,4/14/2022,t12,AMDU2,3529,35,S,0,2022
1356,4/14/2022,t12,AMDU2,3571,29,S,0,2022
1357,4/14/2022,t12,AMDU2,3632,40,D,0,2022
1358,4/14/2022,t12,EPNE,3666,41,M,0,2022
1359,4/14/2022,t12,EPNE,3720,15,D,0,2022
1360,4/14/2022,t12,EPNE,3750,16,D,0,2022
1361,4/14/2022,t12,KRER,3930,38,M,0,2022
1362,4/14/2022,t12,AMDU2,3960,33,S,0,2022
1363,4/14/2022,t12,EPNE,3984,44,M,0,2022
1364,4/14/2022,t12,AMDU2,4035,4,D,0,2022
1365,4/14/2022,t12,ERIN4,4115,17,S,0,2022
1366,4/14/2022,t12,KRER,4150,35,M,0,2022
1367,4/14/2022,t12,AMDU2,4190,15,D,0,2022
1368,4/14/2022,t12,AMDU2,4223,17,D,0,2022
1369,4/14/2022,t12,MILA6,4220,22,S,0,2022
1370,4/14/2022,t12,AMDU2,4527,30,S,0,2022
1371,4/14/2022,t12,AMDU2,4514,43,M,0,2022
1372,4/14/2022,t12,AMDU2,4784,27,D,0,2022
1373,4/14/2022,t12,AMDU2,4809,31,S,0,2022
1374,4/14/2022,t12,MESP2,4905,27,M,0,2022
1375,4/14/2022,t12,EPNE,4980,40,M,0,2022
1376,4/14/2022,t12,AMDU2,4990,32,D,0,2022
1377,4/14/2022,t12,AMDU2,5096,37,S,0,2022
1378,4/14/2022,t12,AMDU2,5161,12,D,0,2022
1379,4/14/2022,t12,AMDU2,5186,34,S,0,2022
1380,4/14/2022,t12,AMDU2,5308,44,S,0,2022
1381,4/14/2022,t12,AMDU2,5366,12,D,0,2022
1382,4/14/2022,t12,KRER,5488,25,M,0,2022
1383,4/14/2022,t12,LATR2,5502,40,M,0,2022
1384,4/14/2022,t12,AMDU2,5605,49,S,0,2022
1385,4/14/2022,t12,KRER,5677,33,M,0,2022
1386,4/14/2022,t12,LATR2,5784,47,M,0,2022
1387,4/14/2022,t12,AMDU2,5847,56,S,0,2022
1388,4/14/2022,t12,KRER,5845,40,M,0,2022
1389,4/14/2022,t12,AMDU2,5873,47,S,0,2022
1390,4/14/2022,t12,AMDU2,6048,33,D,0,2022
1391,4/14/2022,t12,AMDU2,6063,35,D,0,2022
1392,4/14/2022,t12,AMDU2,6136,29,D,0,2022
1393,4/14/2022,t12,AMDU2,6188,26,D,0,2022
1394,4/14/2022,t12,AMDU2,6340,57,S,0,2022
1395,4/14/2022,t12,AMDU2,6360,18,D,0,2022
1396,4/14/2022,t12,AMDU2,6384,68,S,0,2022
1397,4/14/2022,t12,KRER,6515,46,M,0,2022
1398,4/14/2022,t12,LATR2,6520,108,M,0,2022
1399,4/14/2022,t12,ACSH,6539,24,D,0,2022
1400,4/14/2022,t12,AMDU2,6771,15,D,0,2022
1401,4/14/2022,t12,AMDU2,6809,40,M,0,2022
1402,4/14/2022,t12,KRER,6828,47,M,0,2022
1403,4/14/2022,t12,AMDU2,6945,67,M,0,2022
1404,4/14/2022,t12,AMDU2,6970,48,M,0,2022
1405,4/14/2022,t12,AMDU2,7009,23,M,0,2022
1406,4/14/2022,t12,GUMI,7039,43,S,0,2022
1407,4/14/2022,t12,AMDU2,7371,44,D,0,2022
1408,4/14/2022,t12,AMDU2,7353,18,D,0,2022
1409,4/14/2022,t12,AMDU2,7538,28,Y,0,2022
1410,4/14/2022,t12,EPNE,7586,13,D,0,2022
1411,4/14/2022,t12,AMDU2,7592,15,D,0,2022
1412,4/14/2022,t12,EPNE,7621,23,M,0,2022
1413,4/14/2022,t12,AMDU2,7605,44,M,0,2022
1414,4/14/2022,t12,AMDU2,7625,58,M,0,2022
1415,4/14/2022,t12,AMDU2,7653,50,M,0,2022
1416,4/14/2022,t12,ACSH,7746,56,D,0,2022
1417,4/14/2022,t12,KRER,7759,26,M,0,2022
1418,4/14/2022,t12,GRSP,7759,65,M,0,2022
1419,4/14/2022,t12,LATR2,7769,66,S,0,2022
1420,4/14/2022,t12,AMDU2,7786,58,M,0,2022
1421,4/14/2022,t12,ACHY,7827,62,S,0,2022
1422,4/14/2022,t12,AMDU2,8024,44,M,0,2022
1423,4/14/2022,t12,AMDU2,8029,19,D,0,2022
1424,4/14/2022,t12,AMDU2,8090,51,M,0,2022
1425,4/14/2022,t12,AMDU2,8123,38,M,0,2022
1426,4/14/2022,t12,AMDU2,8139,34,M,0,2022
1427,4/14/2022,t12,AMDU2,8209,57,M,0,2022
1428,4/14/2022,t12,KRER,8232,35,M,0,2022
1429,4/14/2022,t12,GRSP,8248,38,M,0,2022
1430,4/14/2022,t12,AMDU2,8295,38,M,0,2022
1431,4/14/2022,t12,AMDU2,8321,51,M,0,2022
1432,4/14/2022,t12,KRER,8395,43,M,0,2022
1433,4/14/2022,t12,AMDU2,8400,54,M,0,2022
1434,4/14/2022,t12,LATR2,8415,74,M,0,2022
1435,4/14/2022,t12,AMDU2,8614,33,M,0,2022
1436,4/14/2022,t12,AMDU2,8628,15,D,0,2022
1437,4/14/2022,t12,AMDU2,8644,49,M,0,2022
1438,4/14/2022,t12,AMDU2,8669,15,D,0,2022
1439,4/14/2022,t12,AMDU2,8773,12,D,0,2022
1440,4/14/2022,t12,AMDU2,8847,9,D,0,2022
1441,4/14/2022,t12,LATR2,8976,97,M,0,2022
1442,4/14/2022,t12,AMDU2,9030,20,D,0,2022
1443,4/14/2022,t12,AMDU2,9067,2,D,0,2022
1444,4/14/2022,t12,AMDU2,9132,5,D,0,2022
1445,4/14/2022,t12,AMDU2,9234,28,S,0,2022
1446,4/14/2022,t12,KRER,9383,38,M,0,2022
1447,4/14/2022,t12,AMDU2,9545,36,S,0,2022
1448,4/14/2022,t12,LATR2,9569,64,M,0,2022
1449,4/14/2022,t12,LATR2,9595,88,M,0,2022
1450,4/14/2022,t12,AMDU2,9815,59,S,0,2022
1451,4/14/2022,t12,AMDU2,9854,38,M,0,2022
1452,4/14/2022,t12,AMDU2,9875,6,D,0,2022
1453,4/14/2022,t12,AMDU2,9884,1,D,0,2022
1454,4/14/2022,t12,AMDU2,9907,3,D,0,2022
1455,4/14/2022,t12,AMDU2,9938,1,D,0,2022
1456,4/14/2022,t12,AMDU2,9985,25,D,0,2022
1457,4/15/2022,t13,AMDU2,270,59,S,0,2022
1458,4/15/2022,t13,AMDU2,251,29,D,0,2022
1459,4/15/2022,t13,YUSC2,469,18,D,0,2022
1460,4/15/2022,t13,AMDU2,829,29,D,0,2022
1461,4/15/2022,t13,AMDU2,853,25,D,0,2022
1462,4/15/2022,t13,EPNE,868,57,M,0,2022
1463,4/15/2022,t13,AMDU2,1300,45,S,0,2022
1464,4/15/2022,t13,LATR2,1368,124,M,0,2022
1465,4/15/2022,t13,EPNE,1700,20,D,0,2022
1483,4/15/2022,t13,YUSC2,1831,103,M,0,2022
1486,4/15/2022,t13,EPNE,2003,52,M,0,2022
1487,4/15/2022,t13,EPNE,2039,12,D,0,2022
1488,4/15/2022,t13,AMDU2,2479,13,D,0,2022
1490,4/15/2022,t13,AMDU2,2568,3,D,0,2022
1491,4/15/2022,t13,LATR2,2610,145,M,0,2022
1492,4/15/2022,t13,LATR2,3144,115,M,0,2022
1493,4/15/2022,t13,AMDU2,3174,40,S,0,2022
1494,4/15/2022,t13,AMDU2,3535,15,D,0,2022
1495,4/15/2022,t13,AMDU2,3804,7,D,0,2022
1496,4/15/2022,t13,YUSC2,4161,72,D,0,2022
1497,4/15/2022,t13,EPNE,4390,2,D,0,2022
1498,4/15/2022,t13,AMDU2,4474,7,D,0,2022
1499,4/15/2022,t13,AMDU2,4495,30,S,0,2022
1500,4/15/2022,t13,AMDU2,4600,34,M,0,2022
1501,4/15/2022,t13,AMDU2,4632,29,M,0,2022
1502,4/15/2022,t13,AMDU2,4651,29,M,0,2022
1503,4/15/2022,t13,LATR2,4748,33,D,0,2022
1504,4/15/2022,t13,OPBA2,4744,23,M,0,2022
1505,4/15/2022,t13,AMDU2,4906,10,D,0,2022
1506,4/15/2022,t13,AMDU2,5024,8,D,0,2022
1507,4/15/2022,t13,AMDU2,5289,39,M,0,2022
1508,4/15/2022,t13,LATR2,5510,24,D,0,2022
1509,4/15/2022,t13,KRER,5528,30,M,0,2022
1510,4/15/2022,t13,EPNE,5729,37,D,0,2022
1511,4/15/2022,t13,OPBA2,5731,1,D,0,2022
1512,4/15/2022,t13,AMDU2,5941,13,D,0,2022
1513,4/15/2022,t13,AMDU2,5967,8,D,0,2022
1514,4/15/2022,t13,AMDU2,6008,13,D,0,2022
1515,4/15/2022,t13,ACSH,6075,38,M,0,2022
1516,4/15/2022,t13,KRER,6084,34,M,0,2022
1517,4/15/2022,t13,AMDU2,6230,6,D,0,2022
1518,4/15/2022,t13,AMDU2,6349,21,D,0,2022
1519,4/15/2022,t13,ACSH,6421,38,M,0,2022
1520,4/15/2022,t13,ADCO2,6442,8,Y,0,2022
1521,4/15/2022,t13,ACSH,6522,25,M,0,2022
1522,4/15/2022,t13,AMDU2,6605,19,D,0,2022
1523,4/15/2022,t13,EPNE,7824,50,D,0,2022
1524,4/15/2022,t13,EPNE,7852,26,D,0,2022
1525,4/15/2022,t13,EPNE,7863,10,D,0,2022
1526,4/15/2022,t13,LATR2,7951,195,M,0,2022
1527,4/15/2022,t13,LATR2,7995,50,M,0,2022
1528,4/15/2022,t13,EPNE,7987,58,M,0,2022
1529,4/15/2022,t13,LATR2,8075,25,D,0,2022
1539,4/15/2022,t13,AMDU2,8228,13,D,0,2022
1540,4/15/2022,t13,GUMI,8324,60,M,0,2022
1541,4/15/2022,t13,AMDU2,8428,33,D,0,2022
1542,4/15/2022,t13,SAME,8489,25,S,0,2022
1543,4/15/2022,t13,SAME,8523,28,S,0,2022
1553,4/15/2022,t13,LATR2,9061,156,M,0,2022
1560,4/15/2022,t13,LATR2,9113,106,M,0,2022
1579,4/15/2022,t14,AMDU2,38,40,M,0,2022
1580,4/15/2022,t14,LATR2,56,78,M,0,2022
1582,4/15/2022,t14,ACSH,329,26,S,0,2022
1583,4/15/2022,t14,ACSH,359,39,S,0,2022
1584,4/15/2022,t14,ACSH,373,32,S,0,2022
1585,4/15/2022,t14,AMDU2,941,52,S,0,2022
1586,4/15/2022,t14,AMDU2,1573,40,S,0,2022
1587,4/15/2022,t14,AMDU2,1615,47,S,0,2022
1588,4/15/2022,t14,EPNE,1634,32,D,0,2022
1589,4/15/2022,t14,EPNE,1745,54,M,0,2022
1590,4/15/2022,t14,LATR2,2181,105,M,0,2022
1591,4/15/2022,t14,AMDU2,2185,21,D,0,2022
1592,4/15/2022,t14,AMDU2,2358,41,M,0,2022
1593,4/15/2022,t14,AMDU2,2358,31,D,0,2022
1594,4/15/2022,t14,AMDU2,2380,23,D,0,2022
1595,4/15/2022,t14,AMDU2,2391,24,D,0,2022
1598,4/15/2022,t14,AMDU2,2675,29,D,0,2022
1599,4/15/2022,t14,AMDU2,2684,32,D,0,2022
1600,4/15/2022,t14,AMDU2,2699,30,M,0,2022
1601,4/15/2022,t14,AMDU2,2708,20,D,0,2022
1602,4/15/2022,t14,AMDU2,2739,41,M,0,2022
1603,4/15/2022,t14,EPNE,3379,58,M,0,2022
1604,4/15/2022,t14,AMDU2,3437,12,D,0,2022
1605,4/15/2022,t14,LATR2,3585,88,M,0,2022
1606,4/15/2022,t14,LATR2,3689,78,M,0,2022
1607,4/15/2022,t14,LATR2,4125,78,M,0,2022
1608,4/15/2022,t14,LATR2,4148,91,M,0,2022
1609,4/15/2022,t14,LATR2,4161,80,M,0,2022
1610,4/15/2022,t14,LATR2,4172,77,M,0,2022
1613,4/15/2022,t14,AMDU2,4253,55,S,0,2022
1614,4/15/2022,t14,ACSH,4487,36,S,0,2022
1615,4/15/2022,t14,LATR2,4759,108,M,0,2022
1616,4/15/2022,t14,AMDU2,4810,47,S,0,2022
1617,4/15/2022,t14,LATR2,5376,15,D,0,2022
1618,4/15/2022,t14,LATR2,5396,47,M,0,2022
1619,4/15/2022,t14,LATR2,5415,96,M,0,2022
1620,4/15/2022,t14,AMDU2,5424,30,D,0,2022
1621,4/15/2022,t14,AMDU2,6550,50,M,0,2022
1622,4/15/2022,t14,AMDU2,6546,25,D,0,2022
1623,4/15/2022,t14,AMDU2,6857,40,S,0,2022
1624,4/15/2022,t14,AMDU2,7339,46,S,0,2022
1625,4/15/2022,t14,AMDU2,7365,42,S,0,2022
1626,4/15/2022,t14,AMDU2,7393,56,S,0,2022
1627,4/15/2022,t14,LATR2,7528,93,M,0,2022
1628,4/15/2022,t14,AMDU2,8557,10,D,0,2022
1629,4/15/2022,t14,AMDU2,9031,32,D,0,2022
1630,4/15/2022,t14,AMDU2,9064,24,D,0,2022
1631,4/15/2022,t14,LATR2,9145,96,M,0,2022
1632,4/15/2022,t14,AMDU2,9173,34,S,0,2022
1635,4/15/2022,t14,AMDU2,9127,5,D,0,2022
1636,4/15/2022,t14,LATR2,9325,40,D,0,2022
1637,4/15/2022,t14,LATR2,9338,55,D,0,2022
1638,4/15/2022,t14,LATR2,9371,73,M,0,2022
1639,4/15/2022,t14,AMDU2,9387,20,D,0,2022
1640,4/15/2022,t14,AMDU2,9404,23,D,0,2022
1641,4/15/2022,t14,AMDU2,9506,15,D,0,2022
1642,4/15/2022,t14,AMDU2,9548,18,D,0,2022
1643,4/15/2022,t14,AMDU2,9584,23,D,0,2022
1644,4/15/2022,t14,LATR2,9802,21,Y,0,2022
1645,4/15/2022,t14,AMDU2,9821,37,S,0,2022
1646,4/15/2022,t14,AMDU2,9852,37,M,0,2022
1647,4/18/2022,t15,LATR2,276,17,D,0,2022
1648,4/18/2022,t15,LATR2,368,24,D,0,2022
1649,4/18/2022,t15,LATR2,384,95,M,0,2022
1650,4/18/2022,t15,AMDU2,1285,14,D,0,2022
1651,4/18/2022,t15,AMDU2,1323,29,S,0,2022
1652,4/18/2022,t15,AMDU2,1541,29,D,0,2022
1653,4/18/2022,t15,AMDU2,1613,9,D,0,2022
1654,4/18/2022,t15,AMDU2,1739,19,D,0,2022
1655,4/18/2022,t15,AMDU2,1762,33,D,0,2022
1656,4/18/2022,t15,LATR2,1753,13,D,0,2022
1657,4/18/2022,t15,LATR2,1880,11,D,0,2022
1658,4/18/2022,t15,AMDU2,2040,27,D,0,2022
1659,4/18/2022,t15,ACSH,2173,22,S,0,2022
1660,4/18/2022,t15,AMDU2,2185,1,D,0,2022
1661,4/18/2022,t15,AMDU2,2202,40,M,0,2022
1662,4/18/2022,t15,LATR2,2220,26,D,0,2022
1663,4/18/2022,t15,AMDU2,2359,40,M,0,2022
1664,4/18/2022,t15,AMDU2,2388,48,M,0,2022
1665,4/18/2022,t15,AMDU2,2509,11,M,0,2022
1666,4/18/2022,t15,PSCO2,2676,61,S,0,2022
1667,4/18/2022,t15,LATR2,2671,16,D,0,2022
1668,4/18/2022,t15,SAME,2674,69,M,0,2022
1669,4/18/2022,t15,PSCO2,2702,19,D,0,2022
1670,4/18/2022,t15,SAME,2848,18,D,0,2022
1671,4/18/2022,t15,SAME,2902,41,M,0,2022
1672,4/18/2022,t15,SAME,2891,22,D,0,2022
1673,4/18/2022,t15,SAME,2884,26,M,0,2022
1674,4/18/2022,t15,SAME,2919,7,D,0,2022
1675,4/18/2022,t15,AMDU2,3047,39,M,0,2022
1676,4/18/2022,t15,OPBA2,3061,6,M,0,2022
1677,4/18/2022,t15,EPNE,3474,44,M,0,2022
1678,4/18/2022,t15,AMDU2,3491,50,M,0,2022
1679,4/18/2022,t15,AMDU2,4043,27,D,0,2022
1680,4/18/2022,t15,OPBA2,4052,10,D,0,2022
1681,4/18/2022,t15,ACSH,4150,38,S,0,2022
1682,4/18/2022,t15,SAME,4385,40,M,0,2022
1683,4/18/2022,t15,SAME,4365,31,D,0,2022
1684,4/18/2022,t15,AMDU2,4377,33,M,0,2022
1685,4/18/2022,t15,SAME,4386,36,D,0,2022
1686,4/18/2022,t15,EPNE,4575,52,M,0,2022
1687,4/18/2022,t15,EPNE,4644,17,D,0,2022
1688,4/18/2022,t15,AMDU2,4854,49,M,0,2022
1689,4/18/2022,t15,AMDU2,5008,1,D,0,2022
1690,4/18/2022,t15,GRSP,5043,10,D,0,2022
1691,4/18/2022,t15,SAME,5143,19,D,0,2022
1692,4/18/2022,t15,CYRA9,5146,12,S,0,2022
1693,4/18/2022,t15,SAME,5181,14,D,0,2022
1694,4/18/2022,t15,SAME,5187,59,D,0,2022
1695,4/18/2022,t15,PSCO2,5234,29,S,0,2022
1696,4/18/2022,t15,SAME,5243,28,D,0,2022
1697,4/18/2022,t15,SAME,5259,20,S,0,2022
1698,4/18/2022,t15,YUSC2,5233,22,D,0,2022
1699,4/18/2022,t15,SAME,5278,40,S,0,2022
1700,4/18/2022,t15,LATR2,5342,15,D,0,2022
1701,4/18/2022,t15,AMDU2,5411,42,M,0,2022
1702,4/18/2022,t15,AMDU2,5537,5,D,0,2022
1703,4/18/2022,t15,AMDU2,5565,13,D,0,2022
1704,4/18/2022,t15,AMDU2,5574,3,D,0,2022
1705,4/18/2022,t15,AMDU2,5592,5,D,0,2022
1706,4/18/2022,t15,LATR2,5889,29,M,0,2022
1707,4/18/2022,t15,EPNE,7696,27,D,0,2022
1708,4/18/2022,t16,AMDU2,0,21,S,0,2022
1709,4/18/2022,t16,AMDU2,28,1,D,0,2022
1710,4/18/2022,t16,AMDU2,98,37,D,0,2022
1711,4/18/2022,t16,KRER,195,28,M,0,2022
1712,4/18/2022,t16,AMDU2,240,60,M,0,2022
1713,4/18/2022,t16,ACSH,274,35,S,0,2022
1714,4/18/2022,t16,LATR2,839,35,M,0,2022
1715,4/18/2022,t16,OPBA2,859,2,D,0,2022
1716,4/18/2022,t16,GUSA2,1680,70,M,0,2022
1717,4/18/2022,t16,AMDU2,2478,42,M,0,2022
1718,4/18/2022,t16,EPNE,2488,5,D,0,2022
1719,4/18/2022,t16,EPNE,2526,53,M,0,2022
1720,4/18/2022,t16,EPNE,2564,36,D,0,2022
1721,4/18/2022,t16,SAME,2576,57,M,0,2022
1722,4/18/2022,t16,SAME,2585,58,M,0,2022
1723,4/18/2022,t16,EPNE,2598,20,D,0,2022
1724,4/18/2022,t16,EPNE,2535,44,M,0,2022
1725,4/18/2022,t16,EPNE,2607,37,M,0,2022
1726,4/18/2022,t16,EPNE,2676,5,D,0,2022
1727,4/18/2022,t16,EPNE,2758,21,M,0,2022
1728,4/18/2022,t16,EPNE,2785,22,M,0,2022
1729,4/18/2022,t16,EPNE,2796,20,D,0,2022
1730,4/18/2022,t16,EPNE,3113,35,D,0,2022
1731,4/18/2022,t16,EPNE,3122,46,M,0,2022
1732,4/18/2022,t16,EPNE,3164,48,D,0,2022
1733,4/18/2022,t16,EPNE,3182,35,D,0,2022
1734,4/18/2022,t16,EPNE,3359,30,S,0,2022
1735,4/18/2022,t16,SAME,3515,13,D,0,2022
1736,4/18/2022,t16,SAME,3561,31,M,0,2022
1737,4/18/2022,t16,SAME,3579,29,M,0,2022
1738,4/18/2022,t16,SAME,3630,11,D,0,2022
1739,4/18/2022,t16,SAME,3624,10,D,0,2022
1740,4/18/2022,t16,SAME,3661,58,D,0,2022
1741,4/18/2022,t16,ACSP12,3682,22,S,0,2022
1742,4/18/2022,t16,SAME,3989,48,M,0,2022
1743,4/18/2022,t16,SAME,3998,52,S,0,2022
1744,4/18/2022,t16,EPNE,4111,59,M,0,2022
1745,4/18/2022,t16,EPNE,4008,30,D,0,2022
1746,4/18/2022,t16,EPNE,4031,12,D,0,2022
1747,4/18/2022,t16,EPNE,4027,74,M,0,2022
1748,4/18/2022,t16,SAME,4055,52,M,0,2022
1749,4/18/2022,t16,SAME,4660,67,M,0,2022
1750,4/18/2022,t16,AMDU2,4082,11,D,0,2022
1751,4/18/2022,t16,SAME,4080,38,D,0,2022
1752,4/18/2022,t16,LYAN,4120,29,M,0,2022
1753,4/18/2022,t16,EPNE,4133,40,M,0,2022
1754,4/18/2022,t16,LATR2,4185,23,D,0,2022
1755,4/18/2022,t16,EPNE,4222,44,D,0,2022
1756,4/18/2022,t16,AMDU2,4205,4,D,0,2022
1757,4/18/2022,t16,EPNE,4285,32,M,0,2022
1758,4/18/2022,t16,EPNE,4215,11,D,0,2022
1759,4/18/2022,t16,LYAN,4367,34,D,0,2022
1760,4/18/2022,t16,CYEC3,4409,12,S,0,2022
1761,4/18/2022,t16,LATR2,4564,20,D,0,2022
1762,4/18/2022,t16,AMDU2,4614,21,D,0,2022
1763,4/18/2022,t16,AMDU2,4660,25,D,0,2022
1764,4/18/2022,t16,KRER,4844,28,M,0,2022
1765,4/18/2022,t16,AMDU2,4929,18,D,0,2022
1766,4/18/2022,t16,LATR2,5091,19,D,0,2022
1767,4/18/2022,t16,ACSH,5134,35,S,0,2022
1768,4/18/2022,t16,YUSC2,5263,41,Y,0,2022
1769,4/18/2022,t16,AMDU2,5322,35,M,0,2022
1770,4/18/2022,t16,SAME,5405,38,S,0,2022
1771,4/18/2022,t16,LATR2,5401,76,M,0,2022
1772,4/18/2022,t16,YUSC2,5426,73,M,0,2022
1773,4/18/2022,t16,YUSC2,9970,102,M,0,2022
1774,4/18/2022,t16,YUSC2,9996,60,M,0,2022
1775,4/20/2022,t17,AMDU2,74,35,S,0,2022
1776,4/20/2022,t17,AMDU2,260,9,D,0,2022
1777,4/20/2022,t17,AMDU2,360,30,M,0,2022
1778,4/20/2022,t17,LATR2,445,59,M,0,2022
1779,4/20/2022,t17,EPNE,462,39,M,0,2022
1780,4/20/2022,t17,AMDU2,511,27,S,0,2022
1781,4/20/2022,t17,AMDU2,614,30,S,0,2022
1782,4/20/2022,t17,LATR2,654,24,D,0,2022
1783,4/20/2022,t17,LATR2,679,96,M,0,2022
1784,4/20/2022,t17,LATR2,719,32,D,0,2022
1785,4/20/2022,t17,AMDU2,838,35,S,0,2022
1786,4/20/2022,t17,LATR2,841,43,D,0,2022
1787,4/20/2022,t17,AMDU2,1050,11,D,0,2022
1788,4/20/2022,t17,AMDU2,1057,4,D,0,2022
1789,4/20/2022,t17,LATR2,1070,20,D,0,2022
1790,4/20/2022,t17,AMDU2,1097,34,S,0,2022
1791,4/20/2022,t17,AMDU2,1024,26,S,0,2022
1792,4/20/2022,t17,AMDU2,1083,4,D,0,2022
1793,4/20/2022,t17,AMDU2,1227,12,D,0,2022
1794,4/20/2022,t17,LATR2,1230,13,D,0,2022
1795,4/20/2022,t17,AMDU2,1254,6,D,0,2022
1796,4/20/2022,t17,AMDU2,1268,22,S,0,2022
1797,4/20/2022,t17,LATR2,1301,25,D,0,2022
1798,4/20/2022,t17,LATR2,1334,62,M,0,2022
1799,4/20/2022,t17,LATR2,1446,17,D,0,2022
1800,4/20/2022,t17,AMDU2,1458,21,S,0,2022
1801,4/20/2022,t17,AMDU2,1473,26,S,0,2022
1802,4/20/2022,t17,LATR2,1505,40,M,0,2022
1803,4/20/2022,t17,AMDU2,1689,40,S,0,2022
1804,4/20/2022,t17,AMDU2,1671,4,D,0,2022
1805,4/20/2022,t17,AMDU2,1739,3,D,0,2022
1806,4/20/2022,t17,AMDU2,1790,43,D,0,2022
1807,4/20/2022,t17,AMDU2,1995,41,D,0,2022
1808,4/20/2022,t17,AMDU2,2006,38,S,0,2022
1809,4/20/2022,t17,AMDU2,2179,17,D,0,2022
1810,4/20/2022,t17,AMDU2,2320,27,S,0,2022
1811,4/20/2022,t17,AMDU2,2326,38,S,0,2022
1812,4/20/2022,t17,AMDU2,2331,32,S,0,2022
1813,4/20/2022,t17,AMDU2,2487,40,S,0,2022
1816,4/20/2022,t17,AMDU2,2519,28,S,0,2022
1817,4/20/2022,t17,AMDU2,2550,31,S,0,2022
1818,4/20/2022,t17,LYAN,2645,42,S,0,2022
1819,4/20/2022,t17,LATR2,2654,70,M,0,2022
1820,4/20/2022,t17,AMDU2,2714,34,S,0,2022
1821,4/20/2022,t17,AMDU2,2900,48,S,0,2022
1822,4/20/2022,t17,LATR2,2911,58,M,0,2022
1823,4/20/2022,t17,LATR2,2938,78,M,0,2022
1824,4/20/2022,t17,AMDU2,2945,37,S,0,2022
1825,4/20/2022,t17,LATR2,3264,27,D,0,2022
1826,4/20/2022,t17,LATR2,3282,55,M,0,2022
1827,4/20/2022,t17,AMDU2,3285,39,M,0,2022
1828,4/20/2022,t17,LATR2,3321,10,D,0,2022
1829,4/20/2022,t17,LATR2,3341,71,M,0,2022
1830,4/20/2022,t17,AMDU2,3360,30,M,0,2022
1831,4/20/2022,t17,KRER,3371,24,M,0,2022
1832,4/20/2022,t17,LATR2,3375,31,D,0,2022
1833,4/20/2022,t17,AMDU2,3380,38,M,0,2022
1834,4/20/2022,t17,LATR2,3399,28,D,0,2022
