date,transect,L1_location_cm,L2_location_cm,L3_location_cm,L4_location_cm,L4_diameter_cm,slope_degrees
4/18/2022,t15,5380,,,,,
4/18/2022,t15,5381,,,,,
4/18/2022,t15,5382,,,,,
4/18/2022,t15,5384,,,,,
4/18/2022,t15,5384,,,,,
4/18/2022,t15,5390,,,,,
4/18/2022,t15,5392,,,,,
4/18/2022,t15,5393,,,,,
4/18/2022,t15,5395,,,,,
4/18/2022,t15,5396,,,,,
4/18/2022,t15,5397,,,,,
4/18/2022,t15,5398,,,,,
4/18/2022,t15,5399,,,,,
4/18/2022,t15,5402,,,,,
4/18/2022,t15,5404,,,,,
4/18/2022,t15,5414,,,,,
4/18/2022,t15,5422,,,,,
4/18/2022,t15,5477,,,,,
4/18/2022,t15,5492,,,,,
4/18/2022,t15,5499,,,,,
4/18/2022,t15,5531,,,,,
4/18/2022,t15,5537,,,,,
4/18/2022,t15,5540,,,,,
4/18/2022,t15,5543,,,,,
4/18/2022,t15,5553,,,,,
4/18/2022,t15,5554,,,,,
4/18/2022,t15,5555,,,,,
4/18/2022,t15,5568,,,,,
4/18/2022,t15,5614,,,,,
4/18/2022,t15,5615,,,,,
4/18/2022,t15,5652,,,,,
4/18/2022,t15,5657,,,,,
4/18/2022,t15,5657,,,,,
4/18/2022,t15,5735,,,,,
4/18/2022,t15,5737,,,,,
4/18/2022,t16,4261,4396,,5280,32,
4/18/2022,t16,4271,4402,,,,
4/18/2022,t16,4279,4562,,,,
4/18/2022,t16,4281,4941,,,,
4/18/2022,t16,4287,5055,,,,
4/18/2022,t16,4289,5062,,,,
4/18/2022,t16,4297,5070,,,,
4/18/2022,t16,4298,5070,,,,
4/18/2022,t16,4298,5075,,,,
4/18/2022,t16,4302,5080,,,,
4/18/2022,t16,4309,5090,,,,
4/18/2022,t16,4310,5095,,,,
4/18/2022,t16,4311,5104,,,,
4/18/2022,t16,4311,5115,,,,
4/18/2022,t16,4312,5116,,,,
4/18/2022,t16,4313,5117,,,,
4/18/2022,t16,4314,5118,,,,
4/18/2022,t16,4316,5189,,,,
4/18/2022,t16,4317,5194,,,,
4/18/2022,t16,4318,5213,,,,
4/18/2022,t16,4324,5214,,,,
4/18/2022,t16,4332,5222,,,,
4/18/2022,t16,4332,5226,,,,
4/18/2022,t16,4334,5233,,,,
4/18/2022,t16,4334,5241,,,,
4/18/2022,t16,4338,5251,,,,
4/18/2022,t16,4338,5253,,,,
4/18/2022,t16,4338,5309,,,,
4/18/2022,t16,4338,,,,,
4/18/2022,t16,4338,,,,,
4/18/2022,t16,4340,,,,,
4/18/2022,t16,4340,,,,,
4/18/2022,t16,4340,,,,,
4/18/2022,t16,4340,,,,,
4/18/2022,t16,4340,,,,,
4/18/2022,t16,4342,,,,,
4/18/2022,t16,4342,,,,,
4/18/2022,t16,4342,,,,,
4/18/2022,t16,4342,,,,,
4/18/2022,t16,4342,,,,,
4/18/2022,t16,4345,,,,,
4/18/2022,t16,4345,,,,,
4/18/2022,t16,4345,,,,,
4/18/2022,t16,4345,,,,,
4/18/2022,t16,4345,,,,,
4/18/2022,t16,4352,,,,,
4/18/2022,t16,4352,,,,,
4/18/2022,t16,4352,,,,,
4/18/2022,t16,4352,,,,,
4/18/2022,t16,4352,,,,,
4/18/2022,t16,4354,,,,,
4/18/2022,t16,4354,,,,,
4/18/2022,t16,4354,,,,,
4/18/2022,t16,4354,,,,,
4/18/2022,t16,4354,,,,,
4/18/2022,t16,4356,,,,,
4/18/2022,t16,4356,,,,,
4/18/2022,t16,4356,,,,,
4/18/2022,t16,4356,,,,,
4/18/2022,t16,4356,,,,,
4/18/2022,t16,4358,,,,,
4/18/2022,t16,4358,,,,,
4/18/2022,t16,4358,,,,,
4/18/2022,t16,4358,,,,,
4/18/2022,t16,4358,,,,,
4/18/2022,t16,4369,,,,,
4/18/2022,t16,4370,,,,,
4/18/2022,t16,4371,,,,,
4/18/2022,t16,4371,,,,,
4/18/2022,t16,4374,,,,,
4/18/2022,t16,4374,,,,,
4/18/2022,t16,4375,,,,,
4/18/2022,t16,4376,,,,,
4/18/2022,t16,4376,,,,,
4/18/2022,t16,4378,,,,,
4/18/2022,t16,4378,,,,,
4/18/2022,t16,4380,,,,,
4/18/2022,t16,4387,,,,,
4/18/2022,t16,4381,,,,,
4/18/2022,t16,4392,,,,,
4/18/2022,t16,4390,,,,,
4/18/2022,t16,4394,,,,,
4/18/2022,t16,4395,,,,,
4/18/2022,t16,4399,,,,,
4/18/2022,t16,4399,,,,,
4/18/2022,t16,4400,,,,,
4/18/2022,t16,4401,,,,,
4/18/2022,t16,4404,,,,,
4/18/2022,t16,4404,,,,,
4/18/2022,t16,4404,,,,,
4/18/2022,t16,4404,,,,,
4/18/2022,t16,4404,,,,,
4/18/2022,t16,4407,,,,,
4/18/2022,t16,4407,,,,,
4/18/2022,t16,4407,,,,,
4/18/2022,t16,4407,,,,,
4/18/2022,t16,4407,,,,,
4/18/2022,t16,4410,,,,,
4/18/2022,t16,4410,,,,,
4/18/2022,t16,4410,,,,,
4/18/2022,t16,4410,,,,,
4/18/2022,t16,4410,,,,,
4/18/2022,t16,4413,,,,,
4/18/2022,t16,4413,,,,,
4/18/2022,t16,4413,,,,,
4/18/2022,t16,4413,,,,,
4/18/2022,t16,4413,,,,,
4/18/2022,t16,4414,,,,,
4/18/2022,t16,4414,,,,,
4/18/2022,t16,4414,,,,,
4/18/2022,t16,4414,,,,,
4/18/2022,t16,4414,,,,,
4/18/2022,t16,4426,,,,,
4/18/2022,t16,4427,,,,,
4/18/2022,t16,4419,,,,,
4/18/2022,t16,4421,,,,,
4/18/2022,t16,4422,,,,,
4/18/2022,t16,4423,,,,,
4/18/2022,t16,4424,,,,,
4/18/2022,t16,4424,,,,,
4/18/2022,t16,4425,,,,,
4/18/2022,t16,4426,,,,,
4/18/2022,t16,4426,,,,,
4/18/2022,t16,4427,,,,,
4/18/2022,t16,4427,,,,,
4/18/2022,t16,4428,,,,,
4/18/2022,t16,4428,,,,,
4/18/2022,t16,4429,,,,,
4/18/2022,t16,4429,,,,,
4/18/2022,t16,4429,,,,,
4/18/2022,t16,4430,,,,,
4/18/2022,t16,4430,,,,,
4/18/2022,t16,4431,,,,,
4/18/2022,t16,4432,,,,,
4/18/2022,t16,4433,,,,,
4/18/2022,t16,4435,,,,,
4/18/2022,t16,4435,,,,,
4/18/2022,t16,4439,,,,,
4/18/2022,t16,4442,,,,,
4/18/2022,t16,4442,,,,,
4/18/2022,t16,4444,,,,,
4/18/2022,t16,4444,,,,,
4/18/2022,t16,4446,,,,,
4/18/2022,t16,4447,,,,,
4/18/2022,t16,4447,,,,,
4/18/2022,t16,4448,,,,,
4/18/2022,t16,4448,,,,,
4/18/2022,t16,4449,,,,,
4/18/2022,t16,4449,,,,,
4/18/2022,t16,4450,,,,,
4/18/2022,t16,4451,,,,,
4/18/2022,t16,4456,,,,,
4/18/2022,t16,4464,,,,,
4/18/2022,t16,4464,,,,,
4/18/2022,t16,4465,,,,,
4/18/2022,t16,4516,,,,,
4/18/2022,t16,4586,,,,,
4/18/2022,t16,4601,,,,,
4/18/2022,t16,4624,,,,,
4/18/2022,t16,4626,,,,,
4/18/2022,t16,4629,,,,,
4/18/2022,t16,4807,,,,,
4/18/2022,t16,4816,,,,,
4/18/2022,t16,4822,,,,,
4/18/2022,t16,4841,,,,,
4/18/2022,t16,4861,,,,,
4/18/2022,t16,4939,,,,,
4/18/2022,t16,4941,,,,,
4/18/2022,t16,4931,,,,,
4/18/2022,t16,4943,,,,,
4/18/2022,t16,4991,,,,,
4/18/2022,t16,4991,,,,,
4/18/2022,t16,4991,,,,,
4/18/2022,t16,4996,,,,,
4/18/2022,t16,5023,,,,,
4/18/2022,t16,5024,,,,,
4/18/2022,t16,5027,,,,,
4/18/2022,t16,5030,,,,,
4/18/2022,t16,5031,,,,,
4/18/2022,t16,5033,,,,,
4/18/2022,t16,5034,,,,,
4/18/2022,t16,5036,,,,,
4/18/2022,t16,5037,,,,,
4/18/2022,t16,5038,,,,,
4/18/2022,t16,5039,,,,,
4/18/2022,t16,5040,,,,,
4/18/2022,t16,5041,,,,,
4/18/2022,t16,5043,,,,,
4/18/2022,t16,5045,,,,,
4/18/2022,t16,5046,,,,,
4/18/2022,t16,5048,,,,,
4/18/2022,t16,5049,,,,,
4/18/2022,t16,5052,,,,,
4/18/2022,t16,5054,,,,,
4/18/2022,t16,5057,,,,,
4/18/2022,t16,5059,,,,,
4/18/2022,t16,5064,,,,,
4/18/2022,t16,5067,,,,,
4/18/2022,t16,5068,,,,,
4/18/2022,t16,5068,,,,,
4/18/2022,t16,5069,,,,,
4/18/2022,t16,5070,,,,,
4/18/2022,t16,5070,,,,,
4/18/2022,t16,5070,,,,,
4/18/2022,t16,5070,,,,,
4/18/2022,t16,5070,,,,,
4/18/2022,t16,5072,,,,,
4/18/2022,t16,5073,,,,,
4/18/2022,t16,5074,,,,,
4/18/2022,t16,5074,,,,,
4/18/2022,t16,5076,,,,,
4/18/2022,t16,5078,,,,,
4/18/2022,t16,5080,,,,,
4/18/2022,t16,5080,,,,,
4/18/2022,t16,5081,,,,,
4/18/2022,t16,5085,,,,,
4/18/2022,t16,5089,,,,,
4/18/2022,t16,5091,,,,,
4/18/2022,t16,5092,,,,,
4/18/2022,t16,5093,,,,,
4/18/2022,t16,5110,,,,,
4/18/2022,t16,5111,,,,,
4/18/2022,t16,5114,,,,,
4/18/2022,t16,5117,,,,,
4/18/2022,t16,5120,,,,,
4/18/2022,t16,5124,,,,,
4/18/2022,t16,5123,,,,,
4/18/2022,t16,5122,,,,,
4/18/2022,t16,5126,,,,,
4/18/2022,t16,5127,,,,,
4/18/2022,t16,5129,,,,,
4/18/2022,t16,5130,,,,,
4/18/2022,t16,5131,,,,,
4/18/2022,t16,5132,,,,,
4/18/2022,t16,5134,,,,,
4/18/2022,t16,5133,,,,,
4/18/2022,t16,5133,,,,,
4/18/2022,t16,5136,,,,,
4/18/2022,t16,5138,,,,,
4/18/2022,t16,5139,,,,,
4/18/2022,t16,5148,,,,,
4/18/2022,t16,5152,,,,,
4/18/2022,t16,5155,,,,,
4/18/2022,t16,5157,,,,,
4/18/2022,t16,5166,,,,,
4/18/2022,t16,5170,,,,,
4/18/2022,t16,5172,,,,,
4/18/2022,t16,5193,,,,,
4/18/2022,t16,5197,,,,,
4/18/2022,t16,5198,,,,,
4/18/2022,t16,5199,,,,,
4/18/2022,t16,5200,,,,,
4/18/2022,t16,5200,,,,,
4/18/2022,t16,5201,,,,,
4/18/2022,t16,5205,,,,,
4/18/2022,t16,5207,,,,,
4/18/2022,t16,5207,,,,,
4/18/2022,t16,5238,,,,,
4/18/2022,t16,5240,,,,,
4/18/2022,t16,5320,,,,,
4/18/2022,t16,5331,,,,,
4/18/2022,t16,5333,,,,,
4/18/2022,t16,5335,,,,,
4/18/2022,t16,5349,,,,,
4/18/2022,t16,5361,,,,,
4/18/2022,t16,5383,,,,,
4/18/2022,t16,5394,,,,,
4/18/2022,t16,5402,,,,,
4/18/2022,t16,5405,,,,,
4/18/2022,t16,5445,,,,,
4/18/2022,t16,5519,,,,,
4/18/2022,t16,5521,,,,,
4/18/2022,t16,5600,,,,,
4/20/2022,t17,4572,6139,,,,1
4/20/2022,t17,4606,6144,,,,
4/20/2022,t17,4624,,,,,
4/20/2022,t17,4632,,,,,
4/20/2022,t17,4646,,,,,
4/20/2022,t17,4647,,,,,
4/20/2022,t17,4655,,,,,
4/20/2022,t17,4658,,,,,
4/20/2022,t17,4678,,,,,
4/20/2022,t17,4757,,,,,
4/20/2022,t17,4781,,,,,
4/20/2022,t17,4801,,,,,
4/20/2022,t17,5023,,,,,
4/20/2022,t17,5163,,,,,
4/20/2022,t17,5161,,,,,
4/20/2022,t17,5172,,,,,
4/20/2022,t17,5190,,,,,
4/20/2022,t17,5226,,,,,
4/20/2022,t17,5468,,,,,
4/20/2022,t17,5475,,,,,
4/20/2022,t17,5497,,,,,
4/20/2022,t17,5499,,,,,
4/20/2022,t17,5501,,,,,
4/20/2022,t17,5535,,,,,
4/20/2022,t17,5544,,,,,
4/20/2022,t17,5548,,,,,
4/20/2022,t17,5583,,,,,
4/20/2022,t17,5659,,,,,
4/20/2022,t17,5663,,,,,
4/20/2022,t17,5670,,,,,
4/20/2022,t17,5675,,,,,
4/20/2022,t17,5672,,,,,
4/20/2022,t17,5674,,,,,
4/20/2022,t17,5677,,,,,
4/20/2022,t17,5682,,,,,
4/20/2022,t17,5683,,,,,
4/20/2022,t17,5684,,,,,
4/20/2022,t17,5691,,,,,
4/21/2022,t18,4291,4351,,,,4
4/21/2022,t18,4382,5120,,,,
4/21/2022,t18,4383,5593,,,,
4/21/2022,t18,4455,5805,,,,
4/21/2022,t18,4485,,,,,
4/21/2022,t18,4536,,,,,
4/21/2022,t18,4601,,,,,
4/21/2022,t18,4606,,,,,
4/21/2022,t18,4631,,,,,
4/21/2022,t18,4670,,,,,
4/21/2022,t18,4916,,,,,
4/21/2022,t18,5015,,,,,
4/21/2022,t18,5083,,,,,
4/21/2022,t18,5116,,,,,
4/21/2022,t18,5161,,,,,
4/21/2022,t18,5379,,,,,
4/21/2022,t18,5389,,,,,
4/21/2022,t18,5391,,,,,
4/21/2022,t18,5392,,,,,
4/21/2022,t18,5393,,,,,
4/21/2022,t18,5425,,,,,
4/21/2022,t18,5468,,,,,
4/21/2022,t18,5497,,,,,
4/21/2022,t18,5602,,,,,
4/21/2022,t18,5615,,,,,
4/21/2022,t18,5618,,,,,
4/21/2022,t18,5619,,,,,
4/21/2022,t18,5625,,,,,
4/21/2022,t18,5628,,,,,
4/21/2022,t18,5630,,,,,
4/21/2022,t18,5650,,,,,
4/21/2022,t18,5651,,,,,
4/21/2022,t18,5655,,,,,
4/21/2022,t18,5656,,,,,
4/21/2022,t18,5670,,,,,
4/21/2022,t18,5697,,,,,
4/22/2022,t19,4416,5694,,,,4
4/22/2022,t19,4528,,,,,
4/22/2022,t19,4706,,,,,
4/22/2022,t19,4754,,,,,
4/22/2022,t19,4777,,,,,
4/22/2022,t19,4786,,,,,
4/22/2022,t19,4793,,,,,
4/22/2022,t19,4794,,,,,
4/22/2022,t19,4803,,,,,
4/22/2022,t19,4914,,,,,
4/22/2022,t19,4915,,,,,
4/22/2022,t19,4999,,,,,
4/22/2022,t19,5032,,,,,
4/22/2022,t19,5033,,,,,
4/22/2022,t19,5034,,,,,
4/22/2022,t19,5035,,,,,
4/22/2022,t19,5040,,,,,
4/22/2022,t19,5043,,,,,
4/22/2022,t19,5048,,,,,
4/22/2022,t19,5053,,,,,
4/22/2022,t19,5056,,,,,
4/22/2022,t19,5066,,,,,
4/22/2022,t19,5071,,,,,
4/22/2022,t19,5072,,,,,
4/22/2022,t19,5053,,,,,
4/22/2022,t19,5154,,,,,
4/22/2022,t19,5155,,,,,
4/22/2022,t19,5207,,,,,
4/22/2022,t19,5242,,,,,
4/22/2022,t19,5268,,,,,
4/22/2022,t19,5330,,,,,
4/22/2022,t19,5345,,,,,
4/22/2022,t19,5360,,,,,
4/22/2022,t19,5380,,,,,
4/22/2022,t19,5400,,,,,
4/22/2022,t19,5405,,,,,
4/22/2022,t19,5407,,,,,
4/22/2022,t19,5419,,,,,
4/22/2022,t19,5420,,,,,
4/22/2022,t19,5426,,,,,
4/22/2022,t19,5430,,,,,
4/22/2022,t19,5435,,,,,
4/22/2022,t19,5438,,,,,
4/22/2022,t19,5452,,,,,
4/22/2022,t19,5462,,,,,
4/22/2022,t19,5491,,,,,
4/22/2022,t19,5647,,,,,
4/22/2022,t19,5650,,,,,
4/22/2022,t19,5674,,,,,
4/22/2022,t19,5683,,,,,
4/22/2022,t19,5685,,,,,
4/22/2022,t19,5716,,,,,
4/22/2022,t19,5714,,,,,
4/22/2022,t19,5744,,,,,
4/22/2022,t19,5746,,,,,
4/22/2022,t20,4406,4989,4373,805,20,3
4/22/2022,t20,4430,4634,,,,
4/22/2022,t20,4527,5239,,,,
4/22/2022,t20,4561,5262,,,,
4/22/2022,t20,4566,,,,,
4/22/2022,t20,4581,,,,,
4/22/2022,t20,4582,,,,,
4/22/2022,t20,4588,,,,,
4/22/2022,t20,4597,,,,,
4/22/2022,t20,4604,,,,,
4/22/2022,t20,4622,,,,,
4/22/2022,t20,4631,,,,,
4/22/2022,t20,4639,,,,,
4/22/2022,t20,4666,,,,,
4/22/2022,t20,4667,,,,,
4/22/2022,t20,4687,,,,,
4/22/2022,t20,4705,,,,,
4/22/2022,t20,4711,,,,,
4/22/2022,t20,4713,,,,,
4/22/2022,t20,4722,,,,,
4/22/2022,t20,4726,,,,,
4/22/2022,t20,5011,,,,,
4/22/2022,t20,5050,,,,,
4/22/2022,t20,5170,,,,,
4/22/2022,t20,5185,,,,,
4/22/2022,t20,5223,,,,,
4/22/2022,t20,5265,,,,,
4/22/2022,t20,5266,,,,,
4/22/2022,t20,5279,,,,,
4/22/2022,t20,5282,,,,,
4/22/2022,t20,5283,,,,,
4/22/2022,t20,5289,,,,,
4/22/2022,t20,5297,,,,,
4/22/2022,t20,5308,,,,,
4/22/2022,t20,5311,,,,,
4/22/2022,t20,5312,,,,,
4/22/2022,t20,5314,,,,,
4/22/2022,t20,5317,,,,,
4/22/2022,t20,5317,,,,,
4/22/2022,t20,5318,,,,,
4/22/2022,t20,5320,,,,,
4/22/2022,t20,5321,,,,,
4/22/2022,t20,5325,,,,,
4/22/2022,t20,5332,,,,,
4/22/2022,t20,5341,,,,,
4/22/2022,t20,5343,,,,,
4/22/2022,t20,5347,,,,,
4/22/2022,t20,5378,,,,,
4/22/2022,t20,5389,,,,,
4/22/2022,t20,5392,,,,,
4/22/2022,t20,5396,,,,,
4/22/2022,t21,4602,,,,,2
4/22/2022,t21,4798,,,,,
4/22/2022,t21,4848,,,,,
4/22/2022,t21,4902,,,,,
4/22/2022,t21,4902,,,,,
4/22/2022,t21,4903,,,,,
4/22/2022,t21,4998,,,,,
4/22/2022,t21,4999,,,,,
4/22/2022,t21,5000,,,,,
4/22/2022,t21,5041,,,,,
4/22/2022,t21,5062,,,,,
4/22/2022,t21,5094,,,,,
4/22/2022,t21,5096,,,,,
4/22/2022,t21,5111,,,,,
4/22/2022,t21,5110,,,,,
4/22/2022,t21,5124,,,,,
4/22/2022,t21,5141,,,,,
4/22/2022,t21,5148,,,,,
4/22/2022,t21,5155,,,,,
4/22/2022,t21,5164,,,,,
4/22/2022,t21,5167,,,,,
4/22/2022,t21,5170,,,,,
4/22/2022,t21,5177,,,,,
4/22/2022,t21,5181,,,,,
4/22/2022,t21,5183,,,,,
4/22/2022,t21,5245,,,,,
4/22/2022,t21,5254,,,,,
4/22/2022,t21,5260,,,,,
4/22/2022,t21,5262,,,,,
4/22/2022,t21,5273,,,,,
4/22/2022,t21,5300,,,,,
4/22/2022,t21,5301,,,,,
4/22/2022,t21,5306,,,,,
4/22/2022,t21,5307,,,,,
4/22/2022,t21,5476,,,,,
4/22/2022,t21,5526,,,,,
4/22/2022,t21,5530,,,,,
4/22/2022,t21,5535,,,,,
4/22/2022,t21,5537,,,,,
4/22/2022,t21,5573,,,,,
4/22/2022,t21,5587,,,,,
4/22/2022,t21,5611,,,,,
4/22/2022,t21,5621,,,,,
4/25/2022,t22,4261,4258,,,,3
4/25/2022,t22,4264,4296,,,,
4/25/2022,t22,4275,4465,,,,
4/25/2022,t22,4279,,,,,
4/25/2022,t22,4283,,,,,
4/25/2022,t22,4284,,,,,
4/25/2022,t22,4286,,,,,
4/25/2022,t22,4286,,,,,
4/25/2022,t22,4291,,,,,
4/25/2022,t22,4292,,,,,
4/25/2022,t22,4306,,,,,
4/25/2022,t22,4309,,,,,
4/25/2022,t22,4310,,,,,
4/25/2022,t22,4310,,,,,
4/25/2022,t22,4310,,,,,
4/25/2022,t22,4412,,,,,
4/25/2022,t22,4412,,,,,
4/25/2022,t22,4413,,,,,
4/25/2022,t22,4416,,,,,
4/25/2022,t22,4416,,,,,
4/25/2022,t22,4417,,,,,
4/25/2022,t22,4421,,,,,
4/25/2022,t22,4427,,,,,
4/25/2022,t22,4428,,,,,
4/25/2022,t22,4432,,,,,
4/25/2022,t22,4436,,,,,
4/25/2022,t22,4437,,,,,
4/25/2022,t22,4450,,,,,
4/25/2022,t22,4454,,,,,
4/25/2022,t22,4457,,,,,
4/25/2022,t22,4458,,,,,
4/25/2022,t22,4459,,,,,
4/25/2022,t22,4459,,,,,
4/25/2022,t22,4460,,,,,
4/25/2022,t22,4468,,,,,
4/25/2022,t22,4525,,,,,
4/25/2022,t22,4524,,,,,
4/25/2022,t22,4526,,,,,
4/25/2022,t22,4529,,,,,
4/25/2022,t22,4529,,,,,
4/25/2022,t22,4530,,,,,
4/25/2022,t22,4556,,,,,
4/25/2022,t22,4892,,,,,
4/25/2022,t22,4917,,,,,
4/25/2022,t22,4920,,,,,
4/25/2022,t22,4927,,,,,
4/25/2022,t22,4931,,,,,
4/25/2022,t22,4934,,,,,
4/25/2022,t22,4939,,,,,
4/25/2022,t22,4955,,,,,
4/25/2022,t22,4961,,,,,
4/25/2022,t22,4961,,,,,
4/25/2022,t22,4970,,,,,
4/25/2022,t22,5012,,,,,
4/25/2022,t22,5273,,,,,
4/25/2022,t22,5278,,,,,
4/25/2022,t22,5304,,,,,
4/25/2022,t22,5306,,,,,
4/25/2022,t22,5307,,,,,
4/25/2022,t22,5308,,,,,
4/25/2022,t22,5308,,,,,
4/25/2022,t22,5309,,,,,
4/25/2022,t22,5309,,,,,
4/25/2022,t22,5378,,,,,
4/25/2022,t22,5392,,,,,
4/25/2022,t22,5393,,,,,
4/25/2022,t22,5410,,,,,
4/25/2022,t22,5419,,,,,
4/25/2022,t22,5420,,,,,
4/25/2022,t22,5422,,,,,
4/25/2022,t22,5422,,,,,
4/25/2022,t22,5423,,,,,
4/25/2022,t22,5433,,,,,
4/25/2022,t22,5437,,,,,
4/25/2022,t22,5438,,,,,
4/25/2022,t22,5445,,,,,
4/25/2022,t22,5449,,,,,
4/25/2022,t22,5451,,,,,
4/25/2022,t22,5454,,,,,
4/25/2022,t22,5455,,,,,
4/25/2022,t22,5458,,,,,
4/25/2022,t22,5459,,,,,
4/25/2022,t22,5461,,,,,
4/25/2022,t22,5469,,,,,
4/25/2022,t22,5479,,,,,
4/25/2022,t22,5481,,,,,
4/25/2022,t22,5484,,,,,
4/25/2022,t22,5485,,,,,
4/25/2022,t22,5485,,,,,
4/25/2022,t22,5490,,,,,
4/25/2022,t22,5490,,,,,
4/25/2022,t22,5491,,,,,
4/25/2022,t22,5508,,,,,
4/25/2022,t23,4266,,,,,1
4/25/2022,t23,4274,,,,,
4/25/2022,t23,4276,,,,,
4/25/2022,t23,4342,,,,,
4/25/2022,t23,4348,,,,,
4/25/2022,t23,4389,,,,,
4/25/2022,t23,4752,,,,,
4/25/2022,t23,4757,,,,,
4/25/2022,t23,4760,,,,,
4/25/2022,t23,4809,,,,,
4/25/2022,t23,4813,,,,,
4/25/2022,t23,4815,,,,,
4/25/2022,t23,4821,,,,,
4/25/2022,t23,4839,,,,,
4/25/2022,t23,4840,,,,,
4/25/2022,t23,4854,,,,,
4/25/2022,t23,4860,,,,,
4/25/2022,t23,4860,,,,,
4/25/2022,t23,4870,,,,,
4/25/2022,t23,4881,,,,,
4/25/2022,t23,4882,,,,,
4/25/2022,t23,4885,,,,,
4/25/2022,t23,4891,,,,,
4/25/2022,t23,4897,,,,,
4/25/2022,t23,4804,,,,,
4/25/2022,t23,4926,,,,,
4/25/2022,t23,4939,,,,,
4/25/2022,t23,4941,,,,,
4/25/2022,t23,4943,,,,,
4/25/2022,t23,4945,,,,,
4/25/2022,t23,5589,,,,,
4/25/2022,t23,5739,,,,,
4/25/2022,t23,5739,,,,,
4/26/2022,t24,4230,4265,2406,2233,27,
4/26/2022,t24,4232,4268,,2375,20,
4/26/2022,t24,4236,4251,,2390,11,
4/26/2022,t24,4250,4443,,2520,13,
4/26/2022,t24,4256,5977,,4850,30,
4/26/2022,t24,4263,6010,,,,
4/26/2022,t24,4283,6018,,,,
4/26/2022,t24,4290,6018,,,,
4/26/2022,t24,4296,6064,,,,
4/26/2022,t24,4217,,,,,
4/26/2022,t24,4233,,,,,
4/26/2022,t24,4355,,,,,
4/26/2022,t24,4359,,,,,
4/26/2022,t24,4379,,,,,
4/26/2022,t24,4441,,,,,
4/26/2022,t24,4453,,,,,
4/26/2022,t24,4463,,,,,
4/26/2022,t24,4465,,,,,
4/26/2022,t24,4496,,,,,
4/26/2022,t24,4596,,,,,
4/26/2022,t24,4615,,,,,
4/26/2022,t24,4667,,,,,
4/26/2022,t24,4791,,,,,
4/26/2022,t24,4912,,,,,
4/26/2022,t24,4927,,,,,
4/26/2022,t24,5040,,,,,
4/26/2022,t24,5069,,,,,
4/26/2022,t24,5079,,,,,
4/26/2022,t24,5137,,,,,
4/26/2022,t24,5153,,,,,
4/26/2022,t24,5164,,,,,
4/26/2022,t24,5178,,,,,
4/26/2022,t24,5390,,,,,
4/26/2022,t24,5483,,,,,
4/26/2022,t24,5487,,,,,
4/26/2022,t24,5497,,,,,
4/26/2022,t24,5497,,,,,
4/26/2022,t24,5495,,,,,
4/26/2022,t24,5501,,,,,
4/26/2022,t24,5502,,,,,
4/26/2022,t24,5503,,,,,
4/26/2022,t24,5504,,,,,
4/26/2022,t24,5518,,,,,
4/26/2022,t24,5563,,,,,
4/26/2022,t24,5588,,,,,
4/26/2022,t24,5625,,,,,
4/26/2022,t24,5631,,,,,
4/26/2022,t24,5663,,,,,
4/26/2022,t24,5670,,,,,
4/26/2022,t24,5677,,,,,
4/26/2022,t24,5685,,,,,
4/26/2022,t24,5687,,,,,
4/26/2022,t24,5690,,,,,
4/26/2022,t24,5690,,,,,
4/26/2022,t24,5692,,,,,
4/26/2022,t24,5702,,,,,
4/26/2022,t24,5705,,,,,
4/26/2022,t24,5707,,,,,
4/26/2022,t24,5709,,,,,
4/26/2022,t24,5748,,,,,
4/27/2022,t25,4479,5397,,,,
4/27/2022,t25,4506,5993,,,,
4/27/2022,t25,4560,,,,,
4/27/2022,t25,4567,,,,,
4/27/2022,t25,4663,,,,,
4/27/2022,t25,4665,,,,,
4/27/2022,t25,4805,,,,,
4/27/2022,t25,4815,,,,,
4/27/2022,t25,4825,,,,,
4/27/2022,t25,4827,,,,,
4/27/2022,t25,4828,,,,,
4/27/2022,t25,4835,,,,,
4/27/2022,t25,4836,,,,,
4/27/2022,t25,4837,,,,,
4/27/2022,t25,4837,,,,,
4/27/2022,t25,4840,,,,,
4/27/2022,t25,4848,,,,,
4/27/2022,t25,4851,,,,,
4/27/2022,t25,4853,,,,,
4/27/2022,t25,4855,,,,,
4/27/2022,t25,4860,,,,,
4/27/2022,t25,4861,,,,,
4/27/2022,t25,4862,,,,,
4/27/2022,t25,4863,,,,,
4/27/2022,t25,4864,,,,,
4/27/2022,t25,4865,,,,,
4/27/2022,t25,4865,,,,,
4/27/2022,t25,4866,,,,,
4/27/2022,t25,4868,,,,,
4/27/2022,t25,4873,,,,,
4/27/2022,t25,4880,,,,,
4/27/2022,t25,4902,,,,,
4/27/2022,t25,4905,,,,,
4/27/2022,t25,4967,,,,,
4/27/2022,t25,5301,,,,,
4/27/2022,t25,5405,,,,,
4/27/2022,t25,5519,,,,,
4/27/2022,t25,5542,,,,,
4/27/2022,t25,5557,,,,,
4/27/2022,t25,5561,,,,,
4/27/2022,t25,5569,,,,,
4/27/2022,t25,5591,,,,,
4/27/2022,t25,5598,,,,,
4/27/2022,t25,5613,,,,,
4/27/2022,t25,5637,,,,,
4/27/2022,t25,5640,,,,,
4/27/2022,t25,5640,,,,,
4/27/2022,t25,5646,,,,,
4/27/2022,t25,5648,,,,,
4/27/2022,t25,5651,,,,,
